"Brand_encoded","age","Model_encoded","Car_Suv_encoded","UsedOrNew_encoded","Transmission_encoded","Kilometres_num","Cylinders","Engine_L","DriveType_encoded","FuelType_encoded","FuelConsumption_num","ColourExtInt_encoded","Location_encoded","BodyType_encoded","Doors_num","Seats_num","Brand_Model_encoded","Price"
20,14,212,35,0,1,142780,4,2.4,3,1,9.3,192,257,5,4,7,215,13950
15,12,45,5,0,0,137220,4,1.8,0,1,7.2,226,399,0,5,5,45,11999
20,7,251,37,0,0,174382,4,2.4,3,2,7.2,142,444,4,4,5,254,25990
13,12,162,5,0,0,79702,4,1.6,0,2,4.5,192,89,0,5,5,165,12950
38,3,348,155,2,1,1015,4,2,4,4,8,-1,469,5,4,5,351,99990
42,3,371,35,0,1,8270,4,2,4,5,5.4,218,369,5,4,5,375,69418
23,21,130,20,0,1,161876,4,2,0,1,8.9,178,126,3,4,5,134,7990
35,9,223,20,0,1,63077,4,2.5,0,1,7.9,180,331,3,4,5,226,23990
35,8,308,37,0,1,106034,4,2.4,3,2,8.5,142,305,4,4,2,310,44888
37,14,389,35,0,1,71000,6,3.8,3,1,11.9,202,163,5,4,5,393,31999
20,5,212,35,0,1,54667,4,2.4,4,1,7.2,192,137,5,4,7,215,28900
31,2,398,156,1,1,15,4,2,4,4,7.3,272,399,5,4,5,402,58915
40,9,245,5,0,1,123567,3,1.5,2,4,5.2,157,163,0,5,5,248,16999
35,3,343,35,0,1,6988,4,2.5,0,5,4.7,139,521,5,5,5,346,59888
31,3,321,113,2,1,21,4,2,4,4,8.9,192,406,5,4,7,324,47990
27,12,81,35,0,1,169000,6,2.7,2,2,8.2,90,220,5,4,7,82,15748
6,9,-1,35,0,1,31760,4,1.4,0,1,5.7,162,98,5,4,5,-1,17999
27,17,81,35,0,1,237313,6,4,2,1,12.8,20,25,5,4,5,82,7499
53,10,487,35,0,1,103496,6,3,4,2,6.8,402,481,5,4,5,491,52800
16,16,134,20,0,1,93914,4,2.5,4,1,9.3,209,80,3,4,5,137,11995
35,16,194,5,0,0,232000,4,1.8,0,1,7.4,130,183,0,5,5,197,6500
22,4,259,35,0,1,32775,4,1.5,0,1,7.3,218,544,5,4,5,262,23888
35,3,194,5,0,1,3727,4,1.8,0,5,4,192,355,0,5,5,197,46990
36,2,305,63,1,1,7,4,1.5,0,3,5,219,392,5,4,5,307,37485
35,12,152,5,0,1,101144,4,1.5,0,1,6.3,133,121,0,5,5,154,12990
12,12,185,5,0,1,71855,4,1.8,0,4,6.5,139,342,0,5,5,188,17990
8,14,41,5,0,1,131379,4,1.6,0,1,7.6,72,122,0,5,5,41,6995
23,12,338,35,0,1,145911,6,3.7,3,1,11.3,226,305,5,4,7,342,19990
13,11,129,5,0,1,59038,4,1.4,0,1,5.9,192,141,0,5,5,132,14950
20,17,71,20,0,0,243975,4,2,0,1,8.2,226,100,3,4,5,72,8990
19,5,307,13,0,1,50603,4,2.2,0,2,7.6,192,355,2,4,8,309,38990
23,15,150,5,0,1,105589,4,2.5,0,1,8.9,272,298,0,5,5,155,14888
15,7,210,35,0,1,59800,4,2,0,1,6.9,328,506,5,4,5,213,28999
23,6,248,35,0,1,32289,4,2.5,4,1,7.5,226,216,5,4,5,251,35990
38,13,348,35,0,1,125211,6,3,4,4,10.5,272,100,5,4,5,351,19880
23,17,150,5,0,1,148039,4,2.5,0,4,8.8,209,100,0,5,5,155,14990
35,17,194,5,0,1,109000,4,1.8,0,1,7.7,219,100,0,5,5,197,13995
48,7,459,35,0,1,93127,8,4.4,4,2,8.4,374,537,5,4,5,464,189990
27,14,81,35,0,1,156340,6,4,2,1,10.6,152,98,5,4,5,82,10999
20,8,292,35,0,1,110971,4,2.4,3,2,8,226,527,5,4,7,294,39888
27,7,108,5,0,1,47594,4,2,0,1,8.5,328,399,0,5,5,111,29888
33,10,296,20,0,1,154213,4,1.8,0,4,7.2,218,220,3,4,5,298,14990
8,19,154,13,0,1,209751,6,3.6,2,1,11.3,133,117,2,4,5,157,7490
47,3,452,35,0,1,1000,4,2,3,4,7.7,-1,504,5,4,5,457,69990
16,9,173,35,0,1,106001,4,2,4,2,6.3,152,369,5,4,5,176,23990
19,8,307,13,0,1,150088,6,3.3,0,1,11.6,192,141,2,4,8,309,23950
35,20,455,35,0,1,369629,4,3,3,2,12.6,192,89,5,4,8,460,14950
8,15,39,20,0,0,182728,4,1.8,0,1,7,133,16,3,4,5,39,4999
43,10,291,19,0,1,288341,4,2.1,2,2,0,81,122,1,3,2,293,23990
35,2,152,35,0,1,35,3,1.5,0,5,3.8,192,355,5,4,5,154,41990
33,3,294,61,2,1,678,4,2,0,4,6.8,-1,485,2,4,5,296,62990
27,13,81,35,0,1,159685,6,2.7,2,2,8.2,82,493,5,4,7,82,13499
31,11,321,35,0,1,120410,4,1.4,0,4,7.3,192,80,5,4,5,324,13800
44,6,358,20,0,1,51062,4,2,2,4,6.7,202,257,3,4,5,362,53000
23,7,248,35,0,1,41425,4,2.5,4,1,7.5,218,305,5,4,5,251,37990
35,11,343,35,0,0,173129,4,2.2,4,2,6.5,219,331,5,4,5,346,19990
35,7,194,5,0,1,81624,4,1.8,0,5,4.2,192,347,0,5,5,197,30990
31,5,209,5,0,1,28646,4,2,4,4,7.2,192,525,0,5,5,212,59800
23,16,130,20,0,1,152879,4,2.5,0,1,8.6,226,100,3,4,5,134,13980
40,14,401,35,0,1,163697,6,3,3,2,7.4,246,541,5,4,5,405,23950
31,3,431,183,1,1,25,4,2,0,2,6.6,441,485,2,4,7,436,81888
24,4,346,20,0,1,40900,8,6.4,2,1,13,328,220,3,4,5,349,71990
13,14,197,19,0,0,269018,4,2.4,2,4,10.1,192,191,1,4,6,200,12444
8,16,41,5,0,0,108015,4,1.6,0,1,6.9,72,221,0,3,5,41,6990
16,10,224,35,0,1,260161,6,3.6,4,4,9.9,246,452,5,4,5,227,19990
48,8,459,35,0,1,130173,4,2,4,2,5.3,326,98,5,4,5,464,29999
27,9,330,37,0,1,95773,4,2.2,2,2,7.5,192,466,4,2,2,333,24990
46,10,262,35,0,1,130630,4,2,4,4,7.9,180,452,5,4,5,265,29990
35,17,194,20,0,0,156128,4,1.8,0,1,7.3,153,100,3,4,5,197,10995
23,10,248,35,0,1,54511,4,2.5,4,1,7.4,157,520,5,4,5,251,27990
35,9,455,35,0,1,161744,8,4.5,3,2,9.5,192,229,5,4,7,460,89990
50,5,483,35,0,1,36477,NA,NA,4,6,0,139,544,5,4,5,487,165900
27,14,81,35,0,1,175728,6,2.7,2,2,8.2,272,331,5,4,7,82,15990
56,3,522,37,0,1,12057,8,6.2,3,1,13.2,-1,260,4,4,5,527,149990
13,6,162,5,0,1,54972,4,2,0,1,7.4,139,355,0,4,5,165,23990
40,2,-1,191,2,1,1598,8,4.4,4,4,10.6,-1,496,3,4,5,-1,176998
46,5,451,35,0,1,16880,6,3.5,4,5,5.7,192,478,5,4,5,456,99990
37,15,281,35,0,1,311334,6,3,3,2,10.2,209,16,5,4,5,339,6999
23,10,150,13,0,1,94060,4,2.2,0,2,5.4,202,392,2,4,5,155,24888
19,6,190,35,0,1,85291,4,2,0,1,7.9,226,496,5,4,5,193,26990
19,6,402,20,0,1,62246,6,3.3,2,1,10.2,246,506,3,4,5,406,49999
46,14,451,35,0,1,183107,6,3.5,3,4,6.4,90,497,5,4,5,456,20990
20,11,71,20,0,1,76148,4,2,4,4,9.6,202,406,3,4,5,72,33950
42,8,361,160,0,1,145378,4,2,4,4,6.5,272,142,9,2,4,365,34990
22,3,259,47,1,1,24,4,1.5,0,5,1.7,277,544,5,5,5,262,49690
11,17,281,35,0,1,212294,6,3.2,3,1,10.5,202,13,5,4,5,107,7950
15,15,205,37,0,1,240050,4,2.5,3,2,10.5,133,227,4,2,2,208,15950
8,11,69,35,0,1,106515,4,2.4,0,1,9,226,406,5,4,7,70,13593
16,6,173,35,0,1,58875,4,2.5,4,1,7.4,180,348,5,4,5,176,35490
43,4,410,35,0,1,11591,6,3,4,4,10.4,192,544,5,4,5,414,109900
48,9,459,35,0,1,208351,6,3,4,2,7.5,209,227,5,4,5,464,45950
27,12,103,35,0,1,131930,4,2,4,2,6.4,164,406,5,4,5,105,17950
42,12,356,35,0,1,154913,6,3,4,2,7.4,192,525,5,4,7,360,25800
43,7,284,35,0,1,39966,4,1.6,0,4,5.7,133,525,5,4,5,286,38800
42,11,356,35,0,1,226814,6,3,4,2,7.4,202,100,5,4,7,360,21995
35,22,343,35,0,0,231686,4,2,3,1,9,180,100,5,4,5,346,6995
40,5,-1,35,0,1,32294,6,3,4,2,7.3,272,555,5,4,7,-1,119888
35,7,455,35,0,1,149158,4,2.8,3,2,8,192,107,5,4,7,460,49999
38,11,95,5,0,1,83824,5,2.5,4,4,8.4,192,392,0,5,5,96,21360
48,8,459,35,0,1,128480,6,3,4,2,7.3,156,193,5,4,5,464,54990
31,4,128,5,0,1,42558,3,1,0,4,5,218,224,0,5,5,131,23980
27,15,104,37,0,0,171461,6,4,2,1,12.7,301,94,4,2,2,106,31990
13,7,162,5,0,1,14334,4,2,0,1,7.4,153,406,0,4,5,165,23490
27,21,240,35,0,1,249659,6,3,3,1,12.2,54,22,5,4,5,243,4950
24,6,346,20,0,1,138591,8,6.4,2,4,13,209,406,3,4,5,349,61950
19,12,164,20,0,0,152513,4,2,0,1,7.8,218,100,3,4,5,167,10995
13,8,197,19,0,0,116142,4,2.5,2,2,7.6,81,122,1,4,3,200,25990
54,7,458,20,0,1,57186,6,3,2,4,8.9,218,481,3,4,5,463,79800
12,8,185,5,0,1,45263,4,1.5,0,1,6.1,209,406,0,5,5,188,39950
35,8,343,35,0,1,119289,4,2.5,4,1,8.5,166,429,5,4,5,346,29990
20,10,251,37,0,1,148084,4,2.4,3,2,7.6,133,497,4,4,5,254,33478
35,7,223,20,0,1,81518,4,2.5,0,1,7.8,180,100,3,4,5,226,27995
31,3,321,113,2,1,21,4,2,4,4,8.9,192,406,5,4,7,324,51990
43,12,416,5,0,1,51180,4,2,4,4,6.9,139,406,0,5,5,420,47950
22,3,238,47,2,1,71,NA,NA,0,6,0,251,544,5,4,5,241,49709
15,8,210,35,0,1,100023,4,2,0,1,6.9,209,399,5,4,5,213,23990
20,6,292,35,0,1,53477,4,2.4,3,2,8,192,355,5,4,7,294,39990
42,9,371,35,0,1,40657,4,2,4,2,6.1,246,305,5,4,5,375,38888
46,15,136,20,0,1,330147,6,2.5,2,4,9.7,133,100,3,4,5,139,5999
27,9,330,37,0,1,182622,5,3.2,3,2,9,192,100,4,4,5,333,33990
46,12,451,35,0,1,86819,6,3.5,3,4,6.4,192,221,5,4,5,456,38999
15,2,210,-1,2,1,560,4,1.3,0,4,6.1,-1,466,5,4,5,213,44888
40,13,245,5,0,1,49427,4,1.6,2,4,5.8,192,525,0,5,5,248,19800
13,10,121,5,0,1,47685,4,1.6,0,1,6.4,192,355,0,3,4,124,22990
27,7,108,5,0,1,81087,4,2,0,2,5.1,142,171,0,5,5,111,21990
19,7,132,5,0,1,115923,4,1.2,0,1,5.8,202,183,0,5,5,135,16388
40,12,217,20,0,1,101884,4,2,2,4,6.3,272,544,3,4,5,220,19900
8,7,178,5,0,1,109778,6,3.6,4,4,9.1,111,171,0,5,5,181,29990
43,4,360,20,0,1,20022,4,1.3,0,1,5.7,180,369,3,4,5,364,54880
20,5,169,35,0,1,58132,4,2,0,1,7.6,72,228,5,4,5,172,24990
35,7,194,5,0,1,67820,4,1.8,0,1,6.1,72,169,0,5,5,197,24990
31,3,398,149,2,1,14,4,2,4,4,7.3,226,504,5,4,5,402,57990
12,7,219,35,0,1,123995,4,1.5,0,1,7.3,289,506,5,4,5,222,28999
52,5,505,19,0,1,93862,8,5.7,3,1,12.2,192,555,1,4,5,509,75888
31,8,209,5,0,1,58586,4,2,0,4,6.7,192,229,0,5,5,212,30990
19,7,402,20,0,1,114501,6,3.3,2,1,10.2,180,305,3,4,5,406,39999
15,11,177,35,0,1,90041,4,1.6,0,2,5.3,111,229,5,4,5,180,19990
40,6,-1,35,0,1,70517,6,3,4,2,7.3,226,555,5,4,7,-1,98888
35,6,343,35,0,1,136608,4,2.5,4,5,4.8,142,305,5,5,5,346,44888
8,12,339,37,0,1,87585,8,6,2,1,12.4,-1,225,4,2,2,316,39995
31,2,282,149,1,1,10,3,1,0,4,5.4,226,504,5,4,5,284,42990
42,5,356,35,0,1,89539,6,3,4,2,5.9,192,525,5,4,7,360,79800
43,7,509,20,0,1,36191,8,4,2,4,8.6,218,555,3,4,4,513,108888
42,21,229,5,0,0,138000,4,1.6,0,4,6.7,111,100,0,3,5,233,6995
48,5,459,35,0,1,23479,4,2,4,4,8.1,272,369,5,4,5,464,75888
27,15,108,13,0,1,362847,4,2,0,2,6.2,157,16,2,4,5,111,3999
8,11,39,20,0,1,110851,4,1.8,0,1,7.4,142,169,3,4,5,39,13990
43,7,397,20,0,1,72079,4,2,2,4,7,180,294,3,4,4,401,42990
12,15,185,20,0,1,200192,4,1.8,0,1,7.2,157,126,3,4,5,188,9750
13,6,231,35,0,1,44087,4,2,0,1,7.2,90,169,5,4,5,234,26990
8,11,230,37,0,1,199564,4,2.8,3,2,9.1,301,125,4,4,5,229,30990
15,8,177,35,0,1,51942,4,2.5,3,1,8.3,153,497,5,4,5,180,30988
8,19,51,37,0,0,183484,6,3.6,2,1,13.6,218,163,4,4,5,51,11999
16,6,180,35,0,1,79872,4,2,4,1,7,157,182,5,4,5,183,30990
19,5,190,35,0,1,35177,4,2,4,2,6.4,226,406,5,4,5,193,40490
38,3,407,35,0,1,34767,NA,NA,4,6,0,202,520,5,4,5,411,79990
20,8,71,20,0,0,109688,4,2.4,0,1,8.9,202,257,3,4,5,72,17950
20,8,71,20,0,1,54194,4,2,0,1,7.4,111,182,3,4,5,72,22990
40,8,326,35,0,1,77575,4,2,3,4,7.3,133,525,5,4,5,329,33800
15,6,177,35,0,1,109382,4,2.5,3,1,8.3,157,355,5,4,5,180,29990
40,16,109,160,0,1,154973,4,2,2,2,5.4,133,344,9,2,4,112,14990
23,5,413,35,0,1,53372,4,2.5,0,1,8.1,192,406,5,4,7,417,41449
48,9,459,35,0,1,91568,4,2,4,2,5.3,192,100,5,4,5,464,29800
19,4,190,35,0,1,20451,4,1.6,4,1,7.2,226,544,5,4,5,193,55888
12,8,195,35,0,1,106571,4,1.8,0,1,6.9,218,406,5,4,5,198,20780
35,8,283,35,0,1,104135,4,1.2,0,4,5.5,29,242,5,4,5,285,23980
48,24,459,35,0,1,315338,8,4,3,1,0,192,100,5,4,5,464,8995
42,3,354,190,2,1,5100,4,1.4,0,4,7.3,226,544,5,4,5,358,60888
31,10,321,35,0,1,36102,4,2,4,4,8.8,226,509,5,4,5,324,29990
11,7,138,5,0,1,39586,4,1.2,0,1,4.8,157,137,0,5,5,141,19800
37,11,281,35,0,1,143000,6,3,3,2,7.5,90,220,5,4,5,339,26248
16,4,180,35,0,1,57740,4,2,4,1,7,209,355,5,4,5,183,35990
40,9,430,5,0,1,97017,4,2,2,4,5.8,192,525,0,5,5,435,35800
12,21,219,35,0,1,252442,4,2.4,3,1,9,133,100,5,4,5,222,5995
15,17,314,35,0,0,301459,4,3,3,2,10.9,133,295,5,4,7,317,22888
35,7,308,37,0,1,118010,4,2.7,2,1,10.9,192,117,4,2,2,310,24880
36,2,305,63,1,1,7,4,1.5,0,3,5,272,392,5,4,5,307,37485
13,9,77,5,0,1,204969,4,1.4,0,1,6.2,192,100,0,5,5,78,12990
31,4,321,35,0,1,17290,4,2,4,4,8.8,133,521,5,4,5,324,43888
16,5,173,35,0,1,50111,4,2,4,5,6.7,202,355,5,4,5,176,37990
38,5,407,35,0,1,54823,4,2,4,4,8,226,406,5,4,5,411,44997
27,4,330,37,0,1,22177,4,2,3,2,8.2,219,497,4,4,5,333,72990
43,8,291,19,0,1,187563,6,3,2,2,0,142,122,1,3,2,293,36888
27,19,29,20,0,1,263644,6,4,2,1,12,192,372,3,4,5,29,10990
15,16,205,37,0,0,312400,4,2.5,3,2,9.8,192,372,4,4,5,208,12990
35,23,343,35,0,0,331488,4,2,3,1,9,157,220,5,4,5,346,6490
48,5,459,35,0,1,16136,6,3,4,1,9.9,219,538,5,5,5,464,127888
43,14,165,20,0,1,140615,4,2.1,2,2,5.9,137,541,3,4,5,168,21950
8,15,154,20,0,1,147234,6,3,2,1,9.3,202,100,3,4,5,157,11995
20,18,292,35,0,1,268163,4,3.2,3,2,10.5,130,177,5,4,7,294,14990
35,6,455,35,0,1,91658,4,2.8,3,2,8,192,484,5,4,7,460,63380
33,5,378,35,0,1,43425,4,2,3,2,6.2,219,406,5,4,7,382,50990
35,10,343,35,0,1,128739,4,2.5,4,1,8.5,192,478,5,4,5,346,28990
35,5,194,20,0,1,11204,4,2,0,1,6,81,469,3,4,5,197,29300
38,3,407,155,2,1,1096,4,2,4,4,7.1,422,469,5,4,5,411,65990
31,2,236,183,2,1,1520,4,2,0,2,8.3,368,485,1,4,5,239,73888
12,6,195,35,0,1,9491,4,1.8,0,1,6.9,157,355,5,4,5,198,29990
13,4,405,5,0,1,17611,NA,NA,0,6,0,192,484,0,4,5,409,42977
15,5,205,37,0,1,107900,4,2.3,3,2,7.1,192,406,4,4,5,208,38779
13,13,97,20,0,1,144330,4,1.8,0,1,7.1,120,221,3,4,5,98,12990
43,3,454,20,0,1,23548,4,1.3,0,4,5.7,218,372,3,4,5,459,68900
37,11,389,35,0,1,40868,6,3.6,3,1,11.7,225,509,5,4,5,393,44990
20,10,292,35,0,1,275952,4,2.4,3,2,8,326,224,5,4,5,294,24990
16,8,269,13,0,1,183213,4,2,4,4,8.7,192,406,2,4,5,272,31950
27,6,288,35,0,1,61887,4,2,0,2,6.7,157,137,5,4,5,290,34800
33,2,249,110,2,1,1500,4,1.5,0,4,5.5,273,544,0,5,5,252,39990
8,10,69,35,0,1,59584,4,2.4,0,1,8.8,72,399,5,4,5,70,14999
39,7,309,37,0,1,87014,4,3,3,2,7.9,192,413,4,4,5,311,49975
31,8,321,35,0,1,85379,4,2,4,2,5.9,331,544,5,4,5,324,34990
11,3,333,35,0,1,10,4,1.5,3,1,6.9,4,429,5,2,4,336,46990
23,19,150,20,0,1,205123,4,2.3,0,4,8.9,226,100,3,4,5,155,9995
42,2,361,166,2,2,2088,4,2,4,5,7.1,414,544,7,4,5,365,93888
23,2,338,126,2,1,1027,4,2.5,0,1,8.4,326,466,5,4,7,342,69988
20,5,169,35,0,1,86655,4,2.4,0,1,7.9,209,426,5,4,5,172,32490
40,9,328,160,0,1,57261,4,2,2,4,6,272,340,9,2,4,331,34990
23,3,303,37,0,1,16192,4,3,3,2,8,226,406,4,4,5,305,65888
15,5,210,35,0,1,29638,4,2,0,1,6.9,202,340,5,4,5,213,26995
13,3,162,20,0,1,12213,4,1.6,0,1,6.8,218,328,3,4,5,165,41990
35,2,343,35,0,1,11,4,2.5,4,5,4.8,180,522,5,5,5,346,63777
43,3,397,20,0,1,16882,4,2,2,5,7.3,180,406,3,4,5,401,84888
35,7,308,37,0,1,100290,4,2.8,3,2,8.5,235,373,4,4,5,310,44990
15,23,226,35,0,1,363533,6,3.3,3,1,13.5,280,100,5,4,5,230,6880
20,7,251,37,0,1,101090,4,2.4,2,2,7.5,142,249,4,4,5,254,25490
48,10,459,35,0,1,66250,8,5,4,4,13.8,272,537,5,4,5,464,109950
13,5,162,5,0,1,54646,4,2,0,1,7.4,218,360,0,4,5,165,22990
8,12,154,20,0,1,173218,6,3,2,1,8.3,219,100,3,4,5,157,14995
15,10,226,35,0,1,323850,6,3.5,0,4,9.9,133,372,5,4,7,230,13990
35,17,317,35,0,1,241220,6,3.5,0,1,11,90,221,5,4,7,320,13990
27,4,330,37,0,1,12810,5,3.2,3,2,8.9,111,328,4,4,5,333,53990
37,2,389,171,1,1,55,6,3.6,3,1,9.7,192,469,5,4,5,393,90990
27,8,434,160,0,1,95369,8,5,2,4,12.6,226,305,9,2,4,439,44990
44,4,450,35,0,1,37831,6,3,4,4,8.9,202,544,5,4,5,455,115900
37,13,281,35,0,1,234564,6,3,4,2,8.3,111,230,5,4,5,339,13800
27,9,395,35,0,1,84301,5,3.2,4,2,8.5,253,469,5,4,7,399,44900
39,7,363,35,0,1,160275,4,3,3,2,7.9,218,284,5,4,7,367,36880
8,15,154,37,0,1,240262,8,6,2,1,12.9,150,100,4,2,2,157,22880
31,7,128,5,0,1,52605,3,1,0,4,5,225,305,0,5,5,131,19990
43,10,247,20,0,1,55205,4,2,2,4,6,180,484,3,4,5,250,44990
40,3,542,-1,2,1,100,6,3,2,5,7.9,272,497,3,4,5,547,258888
20,8,212,35,0,1,61512,4,2,0,1,6.6,218,360,5,4,7,215,25990
35,5,455,35,0,1,33299,8,4.5,3,2,9.5,192,484,5,4,8,460,127992
55,15,535,160,0,1,94380,12,6,4,4,17.1,410,407,9,2,4,540,119990
37,5,389,35,0,1,41585,4,2.1,3,2,7.5,-1,520,5,4,5,393,74990
48,3,459,35,0,1,12004,8,4.4,4,4,11.8,226,544,5,4,5,464,314990
5,18,59,35,0,1,178927,4,2.8,3,2,9.4,90,325,5,4,5,60,13990
13,3,162,5,0,1,49063,4,2,0,1,7.4,218,360,0,5,5,165,26990
31,7,431,13,0,1,73225,4,2,0,2,7.7,218,283,2,4,7,436,48940
30,5,246,35,0,1,40000,3,1.5,0,4,6.3,-1,528,5,4,5,249,42990
46,8,420,160,0,1,58652,6,3.5,2,4,9.4,133,355,9,2,4,425,53990
15,9,205,37,0,1,118525,4,2.3,3,2,7.1,192,413,4,4,5,208,29975
23,18,338,35,0,1,154163,6,3.7,3,1,13,202,83,5,4,7,342,14990
35,10,343,35,0,1,104319,4,2,0,1,7.4,209,406,5,4,5,346,25990
35,2,343,35,0,1,536,4,2.5,4,5,4.8,-1,360,5,5,5,346,59990
23,18,-1,160,0,1,105536,2,1.3,2,4,12.2,219,100,9,4,4,-1,16995
27,7,330,37,0,1,114342,4,2.2,2,2,7.8,192,355,4,4,5,333,31990
23,10,130,20,0,0,67443,4,2,0,1,5.8,150,479,3,4,5,134,18990
23,8,130,5,0,1,24223,4,2,0,1,5.8,184,479,0,5,5,134,23888
23,2,316,141,2,1,6,4,2,4,5,6,192,406,5,4,5,319,48888
8,11,69,35,0,1,141000,4,2.4,0,1,9,130,479,5,4,7,70,10999
42,11,354,35,0,1,59842,4,2,4,2,5.8,207,543,5,4,5,358,25990
46,6,386,35,0,1,15866,4,2,0,4,7.7,226,521,5,4,5,390,59900
15,13,205,37,0,0,178000,4,2.5,3,2,9.8,142,399,4,4,5,208,14990
35,6,308,37,0,1,107710,4,2.8,3,2,8.5,235,373,4,4,5,310,48990
43,2,564,-1,0,2,100,8,4,4,4,13.1,271,485,5,4,5,569,478888
13,14,93,35,0,0,174814,4,2,0,1,8.5,219,100,5,4,5,94,11995
27,12,81,35,0,1,113496,6,4,2,1,10.6,209,83,5,4,5,82,19990
8,18,154,20,0,1,289070,8,6,2,4,14.6,202,344,3,4,5,157,22990
35,3,308,37,0,0,17920,4,2.8,3,2,7.7,-1,360,4,4,5,310,69990
13,7,162,5,0,1,23657,4,2,0,1,7.4,219,216,0,4,5,165,25990
40,4,470,160,0,1,3208,6,3,2,4,9.1,202,544,9,2,4,474,119900
35,9,194,5,0,1,133326,4,1.8,0,1,6.1,-1,377,0,5,5,197,19990
33,3,312,35,0,1,5911,4,1.5,0,4,5.6,202,433,5,4,5,314,35990
16,10,224,35,0,1,141738,4,2.5,4,4,7.3,202,291,5,4,5,227,19771
27,12,124,5,0,0,75426,4,2,0,1,7.2,202,479,0,5,5,127,17888
27,5,330,37,0,1,56076,4,2,3,2,7.4,209,230,4,4,5,333,58888
22,4,119,5,0,1,26480,4,1.5,0,4,6.7,192,304,0,5,5,122,15999
31,6,321,35,0,1,43698,4,2,4,4,8.1,-1,485,5,4,5,324,44990
13,11,254,35,0,1,76847,4,2.2,4,2,7.3,192,221,5,4,7,257,29999
20,6,169,35,0,1,74932,4,2,0,1,7.6,111,300,5,4,5,172,24950
38,3,348,155,2,1,1041,4,2,4,4,7.6,422,469,5,4,5,351,88990
35,4,283,35,0,1,34779,4,1.8,0,5,4.3,-1,360,5,4,5,285,46990
13,12,162,5,0,0,158415,4,2,0,1,7.2,202,220,0,5,5,165,13950
23,7,189,35,0,1,20094,4,2,0,1,6.1,219,544,5,4,5,192,24888
15,12,40,20,0,1,213012,6,2.5,0,1,9.5,209,163,3,4,5,40,7999
15,7,210,35,0,1,79202,4,2,0,1,6.9,218,360,5,4,5,213,27490
31,2,209,113,2,1,21,4,2,0,4,7,157,406,0,5,5,212,62990
35,4,308,37,0,1,56417,4,2.8,3,2,8.4,425,377,4,4,5,310,68990
19,6,276,35,0,1,67092,4,2.2,4,2,7.2,180,374,5,4,7,279,38990
19,9,132,5,0,1,108364,4,1.2,0,1,5.3,133,282,0,5,5,135,14660
20,14,212,35,0,1,170664,4,2.4,0,1,9.3,157,22,5,4,5,215,8990
27,7,124,5,0,1,87239,4,1.5,0,1,6.2,82,300,0,5,5,127,19950
35,2,343,35,0,1,559,4,2,0,1,6,192,410,5,5,5,346,45987
33,2,296,110,2,1,1500,4,2,3,4,8.2,-1,544,2,4,5,298,73540
35,4,194,5,0,1,28247,4,2,0,1,6,142,305,0,5,5,197,34888
35,12,308,37,0,0,419230,4,3,3,2,8.3,218,291,4,4,5,310,25980
27,13,330,37,0,0,255988,5,3.2,3,2,9.4,226,100,4,4,5,333,20995
13,11,129,5,0,1,45900,4,1.4,0,1,5.9,130,479,0,3,5,132,12999
27,8,330,37,0,1,171548,5,3.2,3,2,8.9,209,257,4,4,5,333,41990
23,12,100,5,0,0,101800,4,1.5,0,1,6.4,90,23,0,5,5,102,11990
22,4,259,35,0,1,31456,4,1.5,0,1,7.3,218,468,5,4,5,262,24990
40,10,542,20,0,1,68597,6,3,2,4,7,219,521,3,4,5,547,71300
23,11,130,20,0,1,113960,4,2.5,0,1,6,153,468,3,4,5,134,20990
23,14,100,5,0,1,148038,4,1.5,0,1,6.8,209,134,0,5,5,102,11990
35,13,317,35,0,1,60000,6,3.5,3,1,11.6,130,87,5,4,7,320,30950
20,7,251,37,0,1,115569,4,2.4,3,2,7.6,81,469,4,4,5,254,32945
22,3,119,24,1,1,15,4,1.5,0,4,6.7,-1,399,0,5,5,122,20990
35,7,194,5,0,1,94752,4,2,0,1,6,139,469,0,5,5,197,27995
20,14,252,19,0,0,135954,4,2.4,2,1,12,142,325,1,2,2,255,10990
8,12,154,20,0,1,115612,8,6,2,4,11.5,143,325,3,4,5,157,36990
16,5,173,35,0,1,91346,4,2.5,4,1,7.4,226,162,5,4,5,176,34990
31,8,201,19,0,1,105841,4,1.4,0,4,6,192,187,1,3,2,204,26913
31,6,321,35,0,1,149098,4,2,4,4,7.5,120,300,5,4,5,324,28950
43,7,368,37,0,1,64123,4,2.3,3,2,7.9,153,459,4,4,5,372,47990
23,8,204,159,0,0,31214,4,2,2,4,6.9,227,479,8,2,2,207,39990
35,4,308,37,0,1,60752,4,2.8,3,2,8.4,-1,377,4,4,5,310,68990
15,15,47,35,0,1,143052,6,3.5,3,1,10.9,133,295,5,4,5,47,15888
13,20,16,5,0,1,132595,4,1.5,0,1,7.8,202,89,0,3,5,16,4500
31,8,321,35,0,1,147345,4,1.4,0,4,6.3,143,295,5,4,5,324,23888
23,13,150,13,0,1,179262,4,2.2,0,2,5.4,209,139,2,4,5,155,12800
40,10,401,35,0,1,92412,8,4.4,4,4,10.5,253,406,5,4,5,405,56990
35,20,194,5,0,1,257811,4,1.8,0,1,7.8,157,135,0,5,5,197,7990
31,3,398,172,1,1,16,4,2,4,4,7.3,226,517,5,4,5,402,53842
13,9,197,19,0,1,193168,4,2.5,2,2,8.8,192,134,1,4,3,200,21999
